Company,Interview Questions,Date,Candidate,Offer?,Experience,Difficulty of Interview,How the candidate applied,Process,Who found review helpful
Microsoft,Create a function that checks if a word is a palindrome,"Jan 6, 2016",Anonymous Interview Candidate,No Offer,Positive Experience,,I applied through a recruiter. The process took 1 day. I interviewed at Microsoft,"Had a phone screen for a position in Seattle, Washington area. I was asked a generic python question; a question on how to describe some aspects of statistics; and an sql question specific to the type of tasks a Data Scientist might have. I was also asked about my interest in Microsoft and relocating to the area in general.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,Asked two to three business cases.,"Apr 14, 2015",Anonymous Interview Candidate,No Offer,Neutral Experience,,I applied online. I interviewed at Microsoft,The overall conversation with Microsoft was quick and smooth. I got an interview after an online test on basic probability and statistics knowledge. Then I was invited to a technical interview with an analyst.,"5 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,How to measure distance between data point?,"Jun 12, 2015","Anonymous Interview Candidate in Redmond, WA",No Offer,Negative Experience,,"I applied through a recruiter. The process took 1 week. I interviewed at Microsoft (Redmond, WA) in Apr 2015","There are multiple steps in the interview process. Initially a recruiting scout in one org reached out and gather initial information, e.g. career goal, past experience, salary expectation etc. Then, she collected the resume and broadcast within her org. A few recruiter reached out to set up first phone screen. I talked the manager and got an on-site. I met with 4 person in total including recruiter. Had lunch with the sr. manager. The interview took a whole morning. I was there around 9:30 and got out around 1:30.","12 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"I am not allowed to disclose their questions, here is a short one that has the similar flavor to what I had: How do you solve the L2-regularized regression problem? (and many follow up questions)","Apr 22, 2015",Anonymous Employee,Accepted Offer,Positive Experience,,I applied online. The process took 3 weeks. I interviewed at Microsoft in Mar 2015,"The interview questions and structures were pretty standard when compared to other companies that I also interviewed with, such as Apple, Facebook, Google, Walmartlabs, etc.. It included a screener, phone interviews and onsite interview. Interestingly though, Microsoft's screener was an online test of basic math and probability. In terms of the logistic of the process, I got a little confused for having to deal with multiple recruiters within Microsoft. However, they were all friendly, prompt and reasonably helpful. 
 
 
 
 Questions asked include my education and research background, statistics, basic probability, machine learning and coding. Interviewers came from different background and are experts at what they do, so be prepared for questions that require some well thought out answers.
 
 
 
 Microsoft is pretty generous for their onsite interview, so you will have a good time (not the best though, Adobe offered $100 daily meal reimbursement =p ). 
 
 
 
 Overall, the experience was great. It was quite different than the impression of a middle age corporation that I had in mind before I went to the interview. Employees there are young and enthusiastic in their work, at least for the team I interviewed for. Management also seems to be ambitious in what they want to achieve (in a positive way).","12 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,can you please the webcam on your device,"Feb 23, 2015",Anonymous Interview Candidate,No Offer,Negative Experience,,I interviewed at Microsoft,"Received an email from recruiter after submitting application on their site. The Recruiter did not use a valid email address to initiate contact or set up the phone call. This made it difficult to confirm the time for the call or ask any questions. I eventually Had to contact the general service desk to communicate that I had no way of reaching the recruiter. After receiving contact from the recruiter, I had to configure an awkward conferencing software on my phone. After entering the conference the recruiter indicated that it was mandatory for me to turn on a digital camera for the interview to proceed. Since I was in an awkward position, and not wearing a suit, the camera was not an option. Considering that the recruiter refused to share details about the position without a webcam session I decided to discontinue my application.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,"There are 6 marbles in a bag - 1 is white. You reach in the bag 100 times. After drawing a marble, it is placed back in the bag. What is the probability of drawing the white marble at least once?","Feb 21, 2015",Anonymous Interview Candidate,No Offer,Positive Experience,,I applied online. The process took 5 weeks. I interviewed at Microsoft in Feb 2015,"I received an email requesting that I answer a few basic math and probability questions. It was 25 minutes timed-- pretty straight forward, nothing too difficult. A week and a half later, I had a phone call with a Project Manager in CA. 30 minutes long- 3 questions. The first and second were situational, the third was a basic probability question.","9 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,How to compute an inverse matrix faster by playing around with some computational tricks?,"Mar 26, 2015","Anonymous Interview Candidate in Redmond, WA",No Offer,Neutral Experience,,"I applied through a recruiter. The process took 3 days. I interviewed at Microsoft (Redmond, WA) in Jan 2015","CS questions + machine learning + linear regression. Not a CS major so only answered linear regression questions. Focused on computational part rather than mathematical part. I would suggest reviewing the basic data structure & algorithms, machine learning algorithms, and stats. It's purely technical. No behavioral questions at all. I think someone with a CS major/minor would be in better position for this job, instead of someone who studies statistics or math.","11 people found this interview helpful
 Helpful
 Share
 Report"
Microsoft,"behavior question: past experience, resume, the most difficult problem in the career","Mar 17, 2015",Anonymous Interview Candidate,No Offer,Neutral Experience,,I applied through college or university. The process took 2 weeks. I interviewed at Microsoft in Nov 2014,"Phone interview. Have a call lasts 30 minutes. All of the questions are behavior questions. 1. past experience. 2.resume. 3.the most difficult problem in the career or study 4.the difference between the mean and median. 5. Q&A scission. introduce the job function, which team, and job title. The interview difficulty is average.","1 person found this interview helpful
 Helpful
 Share
 Report"
Microsoft,How to perform a series of calculations without a calculator and your logic behind the steps.,"Jun 12, 2017","Anonymous Interview Candidate in Seattle, WA",No Offer,Positive Experience,,"I applied through college or university. I interviewed at Microsoft (Seattle, WA) in Jan 2014",I submitted my resume to a human resources representative that had reached out to my department at my university. After submitting my resume I received notice that the first step in the interview process would be a timed online quiz of basic math and statistical questions. I completed the quiz and then received notice from the company that I was no longer under consideration.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Microsoft,Design and optimize an elevator question,"Feb 4, 2013","Anonymous Interview Candidate in Bellevue, WA",No Offer,Neutral Experience,,"I applied through college or university. The process took 1 day. I interviewed at Microsoft (Bellevue, WA) in Apr 2011","Interviewd with 6 guys. The last one was the toughest one. He kept asking quite detailed questions and gave you an unsatified face. He walked me to the lobby after the interview, and even during walking back, he still kept asking technical questions. Freaked me out. Other guys were nice and easy-going. But some of there obviously did not prepare something and read my resume when we met.","4 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,First round was DSA Round,"Jun 13, 2023",Anonymous Interview Candidate in Bengaluru,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Amazon (Bengaluru),"After applying , If your application is selected, you may be contacted for a phone or video screening interview. This is typically a brief conversation with a recruiter or hiring manager to assess your qualifications and interest in the role.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,How do you inspect missing data and when are they important?,"Jun 1, 2023","Anonymous Interview Candidate in Vancouver, BC",No Offer,Neutral Experience,Difficult Interview,"I interviewed at Amazon (Vancouver, BC)",3-4 interview process. First is a resume screening. Second is an interview with a recruiter. Third is a screening with an interview and live coding. Fourth is an on site interview to finalize the process,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Explain me a challenging situation you faced at work and how you handles it ?,"May 15, 2023",Anonymous Interview Candidate,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Amazon,A Behavioral Interview using the STAR method A Take Home assignment on a Data science project Technical interview by a technical team Human resource round by the Human resource team,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"Many questions regarding xgboost, random forest and lightGBM Many questions regarding Leadership Principles that you can look up online","May 3, 2023","Anonymous Interview Candidate in Seattle, WA",Declined Offer,Positive Experience,Difficult Interview,"I interviewed at Amazon (Seattle, WA)","SQL round and then 5 hr final round The final round is the combination of past experience, machine learning knowledge, leadership principles and coding interview Be ready to solve leetcode (software engineering) python question even though you are interviewing for a data scientist role","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Code how you calculate the median in python,"Apr 25, 2023","Anonymous Employee in New York, NY",Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Amazon (New York, NY)",* Recruiter call. Asking about past experience and reasons to join the company * Tech assessment. Coding exercise and stats questions * Team round. 5-6 rounds of interviews * Offer stage,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,- how do you trade off the speed of the project and the performance/result of the project,"Apr 12, 2023",Anonymous Interview Candidate,Declined Offer,Positive Experience,Average Interview,I interviewed at Amazon,So much focus on Leadership Principles. 1. SQL round 2. Final round - 5 hours with different data scientists/applied scientists/hiring manager 3. A half of the interviews were LP questions which you can find online,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Tell me your approach to reverse a linked list,"May 26, 2023","Anonymous Employee in New York, NY",Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at Amazon (New York, NY) in Mar 2023",The got selected to the interview via campus placements. It was a very nice experience for me. The interviewers are friendly and supportive. Overall its a nice experience for me.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,How do you handle categorical variable? What is bootstrapping? Difference between grid search cv and random search cv? Assumptions on linear regression? Overfit vs underfit? It’s was not hard simple and easy. Hope it helps someone,"Feb 24, 2023",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I interviewed at Amazon,How do you handle categorical variable? What is bootstrapping? Difference between grid search cv and random search cv? Assumptions on linear regression? Overfit vs underfit? It’s was not hard simple and easy. Hope it helps someone,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Coding Challenge for project work,"Jan 25, 2023",Anonymous Interview Candidate,No Offer,Negative Experience,Difficult Interview,I interviewed at Amazon,"Great prep work from recruiter. Interviewer themselves must have other stuff to do that day as the skipped straight to coding challenge, then hung up once I failed. Terrible expreince.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Random Forest Model Implementation Code,"Nov 14, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Amazon,"2 rounds- Tech + 1 HR Easy to moderate Round 1- Resume( Projects, Internships, POR, extracurricular) and Statistics Round 2- ML model implementation and Puzzles HR- Basic HR Questions Round 1- Resume( Projects, Internships, POR, extracurricular) and Statistics Round 2- ML model implementation and Puzzles HR- Basic HR Questions","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,How does Decision tree work? How to deal with missing data? How to deal with categorical data with high cardinality ? What is the definition of precision and recall? How does PCA work?,"Oct 29, 2022",Anonymous Interview Candidate in Luxembourg,No Offer,Negative Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Amazon (Luxembourg) in Oct 2022,"The interview process is ambiguous, the recruiter was not helpful and was even misleading about the type of questions to be asked in the phone interview. The first technical phone interview was conducted with someone who's not in the team that the candidate was supposed to join. They were nonchalance and aggressive in the way they talked and asked the questions like they did not want to do the interview and wanted to finish as soon as possible.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,How to lead a team in remote operations,"Sep 24, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Difficult Interview,I interviewed at Amazon,"Well informed and organized timely to encourage collaboration and open culture 
 Enjoyed the experience and opportunities as well
 You can also try and see how it goes 
 Recommended to others to try these opportunities","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"Behavior, sql, machine learning and excel Tabelu","Sep 10, 2022","Anonymous Interview Candidate in Vancouver, BC",Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Amazon (Vancouver, BC) in Sep 2022","Good, the instructor is clear and everything went well.
 
 I like the whole progress very recommended! Will interview again in the future. 
 
 
 
 Tom is a great team manager.
 
 
 
 And things went pretty well the whole interview progress.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Coding questions Behavioral questions focused on amazon principles,"May 5, 2023","Anonymous Interview Candidate in Seattle, WA",No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Amazon (Seattle, WA) in Sep 2022",2 technical rounds mainly focused on leetcode. 1 was medium 2nd was hard. Cleared both with optimal approaches and discussed system architecture concepts. Each round lasted 1 hour with last 5 mins on behavioral questions 2-3 each. And then ghosted. Atleast have the courtesy to send rejection email. They mention and focus too much on principles and follow none.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,What do you know about XGBoosting,"Oct 19, 2022","Anonymous Interview Candidate in New York, NY",No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Amazon (New York, NY) in Sep 2022","Fairly easy and straight forward... Questions about Statistics, Machine Learning and brain teasers. Important to know their leadership principles and context your past professional experiences around them. Some SQL and Python coding.. think LC easy and medium.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Sort your tasks in order (1 or 2 tasks are left out due to time limit),"Aug 15, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Amazon,First stage was small case studies such as easy math problems and time management. There are questions consisting of emails in the company. You are planning your business day and prioritizing your tasks,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,what is p-value; tell me about a past project.,"Aug 16, 2022",Anonymous Employee,Accepted Offer,Neutral Experience,Average Interview,I applied in-person. The process took 3 weeks. I interviewed at Amazon,"I got the offer through an internal transfer from a BIE position. Interviewer asked about past project, what is p-value. The interview was well paced and moderately hard. After a week they asked for work artifact.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Everything under the sun and moon,"Aug 5, 2022",Anonymous Interview Candidate,Declined Offer,Negative Experience,Difficult Interview,I applied online. The process took 4 weeks. I interviewed at Amazon,"I interviewed in April 2022 and the process took about 4 weeks.
 
 At first it was very cordial and professional. The recruiting team answered some (but not all) of the basic questions I asked. I prepped for the 16 leadership principles, which was awful. Overall though, it was a pleasant experience.
 
 Then I passed and became “offer ready” and the nightmare began. Enter 4 months of bizarre behavior from the recruiting team. They’re incredibly unresponsive and provide next to no information on the placement process. 
 
 At a few points it seemed like I would finally get an offer after several hiring managers expressed interest, but the recruiting team completely ghosts me, they fumble it, or the company puts the team on a hiring freeze. Soon I’ll have gone the entire period of “offer ready” without a single valid offer.
 
 They say their bar raiser checks if you’re better than half the current employees. These recruiters must’ve been watching paint dry behind Bezos in his garage.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Can you explain what a p-value is?,"Mar 24, 2023",Anonymous Interview Candidate in Ciudad de Mexico,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Amazon (Ciudad de Mexico) in Aug 2022,"The process was okay; the interviewers were respectful. It started with some SQL questions. Then behavioral and technical questions and typical problem-resolution questions. No major complaints, it would be nice if you refresh your statistics before and practice well previous problems you have solved in your job.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,tell me a time questions,"Sep 1, 2022","Anonymous Interview Candidate in New York, NY",No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Amazon (New York, NY) in Aug 2022","The guy who interviewed me may be the worst interviewer at Amazon. He had no communication skills, acted non professionally. I am just shocked the guy is managing 10+ people in his team. Wow...","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"leadership principle and tech, half of leadership principle half technical","Jun 30, 2022",Anonymous Employee,Accepted Offer,Neutral Experience,Average Interview,I interviewed at Amazon,"Recruiter slow response, overall friendly, the interview process is very structured, overall process took around a month plus, got interview invite the second day applied. I was referred by someone so maybe that expediate the processs","3 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,,"Jul 20, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Amazon in Jul 2022,I applied and received an auto email stating I was selected for an interview. I selected a time and it confirmed the time. The interview never showed up. I sent her an email and asked if there was a better time to meet since she didn't come to the interview. Didn't hear back. I used the automated system to reschedule the interview for a week later. She still didn't show up. Very unprofessional and inconsiderate of people's time.,"2 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,Tell me about a time when you did...,"Jun 8, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Easy Interview,I interviewed at Amazon,"terrible culture fit questions.
 The interviewee simply said, ""I value most customer obsession"". But this is a data science job! they care nothing about your technical skills. 
 If you like and are good at BS, you have a good chance.","5 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,What is p value? Chase study,"Jun 18, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Amazon,"Two round phone interviews
 
 One round onsite
 
 Behavior questions
 
 Simple statistics question
 
 Ab test questions
 
 Five interviewers
 
 Multiple case studies questions
 
 The time span is very long. Be patient. If possible, you can push her to move forward","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"1. Do you know the team that you are going to join?
 
 2. what statistical package do you use
 
 3. willing to relocate or not 
 
 4. any questions you would like to know before moving towards the phone interview","Jun 24, 2022","Anonymous Interview Candidate in Los Angeles, CA",No Offer,Neutral Experience,Average Interview,"I applied online. The process took 1 week. I interviewed at Amazon (Los Angeles, CA) in Jun 2022",submit my resume via jobs and received an invitation from the recruiter within a week. Planned a phone interview next week and will return with more feedback once I'm done,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,What would you do in this situation directly relevant to this principle?,"May 25, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I interviewed at Amazon,"Basic Stat knowledge, medium SQL questions and Amazon principles. Whats a p-value? SQL question about with use of joins and max. What would you do in this situation directly relevant to this principle?","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,How to visualize multi-dimensional data?,"May 24, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Difficult Interview,I applied through a recruiter. The process took 2 months. I interviewed at Amazon,Immediately began a random pop quiz on obscure statistical and ML topics. Not once during the 57 minute interview did the interviewer ask about myself or any projects. Left 3 minutes at the end to ask half a question.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"How to build a summary table out of a written-in-a-notepad-document table of cricket wins and losses by country.
 
 
 
 How to check the validity of an IP address string given some list of constraints.","May 9, 2022","Anonymous Interview Candidate in San Francisco, CA",No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Amazon (San Francisco, CA) in May 2022","Contacted by a recruiter, started with a normal recruiter phone screen. Advanced to a 1 hour online technical. The technical was given individually by a data engineer (not data scientist). 
 
 
 
 During the technical I was asked a relatively basic SQL question to pseudocode in a shared notebook type thing (The interview was through Amazon's Chime app). Despite informing the interviewer that I can eventually make SQL work, but I find the syntax inside out and upside down (and need an interpreter to check my syntax), he still insisted on smashing through this question instead of moving on to python (he did eventually let me solve the question using pandas pseudocode instead of SQL, after wasting at least 20 minutes where I was googling syntax and talking out my solution). Multiple times the interviewer effectively accused me of lying about ""knowing SQL"", even while I reminded him that I did not use SQL as a primary language, and that while I was capable with extended amounts of time and an actual interpreter, I was not presuming to be an expert. In the end we didn't even have time to go past the first python-type question (which I answered in 1/10th the amount of time as we wasted on the very-basic SQL question). 
 
 
 
 Icing on the cake, I received a rejection email on a Saturday evening, which I consider to be fairly unprofessional. At that point I expected to be rejected, but it still seems like information you should transmit at least during business hours, if not on a business day.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,breath of knowledge in data science with a live coding assessment,"May 13, 2022","Anonymous Interview Candidate in Los Angeles, CA",No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Amazon (Los Angeles, CA) in Apr 2022",There's an initial phone screening by a recruiter and after that there is a technical phone screening by a Sr data scientist. If you pass that they invite you to do a group interview.,"3 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,"Code interview: Given a string of characters, how would you find every word of the English language contained in that string.","Mar 30, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Amazon,"1 phone screening with recruiter
 
 1st interview with single member of team
 
 2nd interview with potential manager
 
 3rd interview - full day panel of 5 different interviews
 
 
 
 Recruiter was helpful at providing resources to interview the Amazon way. They are very particular about how you should answer questions and give you a lot of documentation to make sure you understand.","1 person found this interview helpful
 Helpful
 Share
 Report"
Amazon,Describe past projects you have worked on?,"Feb 27, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I interviewed at Amazon,"Job description was not clear. Only questions that are asked related to sql. 
 
 Scheduling interviews were also not smooth. It took total three months to schedule technical interview. Even HR interview scheduled twice.","1 person found this interview helpful
 Helpful
 Share
 Report"
Amazon,"one coding problem and one case study with statistical knowledge. Coding is not easy, you need to practice a lot. Case study is kind of simple but you need to be familiar with the statistical concepts.","May 18, 2022","Anonymous Interview Candidate in Boston, MA",No Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Amazon (Boston, MA) in Mar 2022","the first round: one coding problem and one case study with statistical knowledge. Coding is not easy, you need to practice a lot. Case study is kind of simple but you need to be familiar with the statistical concepts.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Explain one of several unsupervised learning algorithms,"Feb 21, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Amazon,Contacted by recruiter via email. Technical interview (no coding) scheduled for following week that lasted for around an hour. Next step most likely would have been 4-5 hours of interview rounds.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Diga uma vez que você agiu de acordo com o aspécto cultural número X da empresa.,"Feb 18, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I interviewed at Amazon,"Entrevista fácil, somente com algumas perguntas sobre a cultura da empresa e sua experiência. A entrevista é feita em grupo e todo o início do processo seletivo é terceirizado para a companhia de estágios.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Can you write SQL and Python,"Feb 11, 2022",Anonymous Interview Candidate,No Offer,Negative Experience,Average Interview,I interviewed at Amazon,"The process was very stressful with the live coding test, and it was difficult to manage the time and uncertain if googling is allowed in the situation. It would be nice to state clear what is expected as my company does not use SQL that much, we directly pulling data in other tools","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"- What do you do in your current position?
 
 - Do you have experience with data tokenization?
 
 - How would you deal with an imbalanced dataset?","Jan 31, 2022",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Amazon,"There was a classical question and answer part, and afterwards a IT-Test. Overall, the questioners were really nice people and the test was a live coding session, not too difficult matters but I have not performed very well because I was not fluent enough.","2 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,Asked about resume and went deep into some of the statistical models I have worked. It was a good learning experience where the questions asked kinda excited me and introspected my learnings. And at the end had a basic sql group by question.,"Feb 1, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I applied online. The process took 4 months. I interviewed at Amazon,"Applied Online. HR contacted within a week to schedule interview with a lead data scientist.
 
 Waited for the interview result for about a month and got hired in another company in this time too. 
 
 Recruiters take forever to give a result. Send a yes/no immediately so that we can not have any hope. Remember at the end of the day, many other companies do the similar work and pay more than this does, so better not make candidates wait if you are not interested.
 
 Note: that job opening was still available after 5-6 months since I have applied.
 
 All the best team 😁","2 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,Probability and explain machine learning models,"Mar 21, 2022","Anonymous Interview Candidate in Toronto, ON",Declined Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Amazon (Toronto, ON) in Feb 2022","I was asked to do a VO after speaking with 2 one hour calls with the data science team.
 
 
 
 The interview involved speaking with 5 different individuals and also 1 hour each. Lots of focus on behavioral questions involving the LPs","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Sql python Java based programs,"Dec 9, 2022","Anonymous Interview Candidate in London, England",No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Amazon (London, England) in Feb 2022",Smooth and friendly. Easy and basic questions. Python and sql queries were asked. Blackbox coding. No place to test your code. They were more interested in approach than the results.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"1. How to decide k value in KNN
 
 2. Explain unsupervised learning techniques which do not involve clustering
 
 3. Diff techniques to assess multicollinearity (correlation, VIF, tolerance etc)","Apr 5, 2022","Anonymous Employee in London, England",Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 4 weeks. I interviewed at Amazon (London, England) in Jan 2022","There were 3 rounds : first, a general resume based. Second, machine learning related basic questions, and third was the live coding round on python and SQL. Each round consist of 2-3 leadership principles questions towards the end.","9 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,"Multivariate analysis, Pandas merge operations and apply functions.","Jan 26, 2023","Anonymous Interview Candidate in San Jose, CA",No Offer,Neutral Experience,Average Interview,"I applied through an employee referral. I interviewed at Amazon (San Jose, CA) in Jan 2022",Very tedious. Basic SQL questions and merge operations in pandas. Coding basic functions in pandas in the beginning and linear and multivariate analysis questions. Also discussed correlation and heatmap PCA dimensionality reduction,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,"""Tell me about the time..."" questions.
 
 SQL easy to medium questions.
 
 How to interpret OLS Regression output?
 
 Explain confidence intervals.
 
 Business acumen kind of questions.","Mar 4, 2022",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 months. I interviewed at Amazon in Dec 2021,"The whole process took 2+ months.
 
 I applied online for L4 and was contacted by the recruiter the next day. I was scheduled a phone screen interview. Upon passing that I was scheduled an Amazon loop interview consisting for 5 interviews back-to-back. After about 5 days I was notified that I passed and was upgraded to L5. A week after that I was matched with my future team and sent an offer, which I accepted.
 
 Throughout the whole process the recruiter acted professional and kept me updated at each step. The team was very friendly. Overall, the best interview experience I'd had.","8 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,"Explain random forest, discuss its pros and cons","Nov 23, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Amazon,"I applied for a NLP data scientist role, there were 2 rounds of interviews: 1. first round was a technical phone screen, composing of several oral questions about ML depth&breadth, and some NLP specific questions. Not particularly difficult. Then a behavioral question about the Amazon leadership principles. Finally 2 DSA coding questions, leetcode easy level.
 
 Unfortunately I didn't pass the screening process.
 
 The interviewer was extremely nice and polite, and tried his best to mine the best answer from you.","4 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,To write a query from a table using Group By statement.,"Dec 22, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Amazon in Dec 2021,"It was basically total four round,
 1) Resume Verification : Internship, Good Project on Machine Learning or Deep Learning
 2) Technical Round: Basic ML Algorithms and math behind them
 3) Coding Round: Python or SQL
 4) HR Round","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Tell me about a time when you deliver result,"Sep 28, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I interviewed at Amazon,"Two round of technical interviews, one focus on statistical knowledge and data query, and one also asked about basic statistical questions, and some machine learning questions. The overall experience was quite positive and the scheduling process was efficient.","5 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,basic ml and data science questions,"Oct 13, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 4 weeks. I interviewed at Amazon in Oct 2021,"Recruiter Reached out on LinkedIn
 First round phone interview focuses on sql or python based on your choice and some basic ml questions 
 after first round there is another phone screen before onsite intereview","3 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,Similar to those in their interview prep materials which are publicly available,"Jan 30, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Amazon in Sep 2021,"There were a lot of value questions, like A LOT. Most are similar to the interview guide that the recruiter would share with you so lease prepare for them. Interviewers and recruiters are friendly. The process moved relatively fast.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Amazon,Explain one project which you delivered,"Sep 6, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied through other source. The process took 4 weeks. I interviewed at Amazon in Aug 2021,"Phone call with the recruiter to set up the time for the first interview. The interview was with a data scientist and consisted of the behavioural question based on the 14 principles of leadership, explanation of a project and deep dive. Some fundamental data science question and a coding part.","3 people found this interview helpful
 Helpful
 Share
 Report"
Amazon,Write SQL queries on demand,"Jul 30, 2021",Anonymous Interview Candidate,No Offer,Negative Experience,Difficult Interview,I applied online. I interviewed at Amazon,"6 hour onsite interview; they drill you with almost trivia-style questions, i.e. name the five assumptions of linear regression. Not many big picture sort of questions as seen for similar roles at other companies.","1 person found this interview helpful
 Helpful
 Share
 Report"
